PROJECT NUMBER,BUILDING ID,PROJECT DESCRIPTION,SCHOOL NAME,SCHOOL ADDRESS,SED APPROVED ESTIMATE,DATE APPLICATION SUBMITTED TO SED,BOROUGH,POSTCODE,LATITUDE,LONGITUDE,COMMUNITY BOARD,COUNCIL DISTRICT,CENSUS TRACT,BIN,BBL,NTA
JJ5,Q123,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 123 - QUEENS,145-01 119 AVENUE,99830,,4,11436,40.678296,-73.79562,12,28,18402,4260828,4120190010,Baisley Park                                                               
K5M,Q225,"Auditorium Upgrade
",P.S. 317 - QUEENS,1-90 BEACH 110 STREET,79938,,4,11694,40.580928,-73.831836,14,32,938,4303853,4161810001,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel                      
JHG,Q035,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 35 - QUEENS,191-02 90TH AVENUE,149995,,4,11423,40.713759,-73.769439,12,23,482,4222137,4104470007,Hollis                                                                     
JHH,Q033,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 33 - QUEENS,91-37 222 STREET,49999,,4,11428,40.727134,-73.735077,13,23,560,4230589,4107560001,Queens Village                                                             
JHI,Q026,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 26 - QUEENS,195-02 69 AVENUE,247500,,4,11365,40.736922,-73.77799,8,23,1347,4153296,4071170421,Fresh Meadows-Utopia                                                       
JHJ,Q221,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 221 - QUEENS,57-40 MARATHON PKWY,49388,,4,11362,40.759404,-73.731299,11,23,152901,4171759,4082760620,Douglas Manor-Douglaston-Little Neck                                       
JHK,Q203,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 203 - QUEENS,53-11 SPRINGFIELD BLVD,50000,,4,11364,40.754201,-73.760636,11,23,138501,4161005,4074820317,Oakland Gardens                                                            
JHL,Q018,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 18 - QUEENS,86-35 235 COURT,149999,,4,11427,40.732112,-73.73246,13,23,1621,4166561,4079550002,Bellerose                                                                  
JHM,Q188,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 188 - QUEENS,218-12 HARTLAND AVENUE,50000,,4,11364,40.736177,-73.753159,11,23,129104,4164350,4077740165,Oakland Gardens                                                            
JHN,Q162,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 162 - QUEENS,201-02 53 AVENUE,39594,,4,11364,40.749036,-73.777213,11,20,140901,4159363,4074100001,Bayside-Bayside Hills                                                      
JHO,Q135,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 135 - QUEENS,207-11 89TH AVENUE,99997,,4,11427,40.720154,-73.757367,13,23,492,4225816,4105820016,Jamaica Estates-Holliswood                                                 
JHP,Q266,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S./I.S. 266 - QUEENS,74-10 COMMONWEALTH BLVD,35000,,4,11426,40.746231,-73.727614,13,23,1567,4529900,4078700074,Bellerose                                                                  
JHV,Q147,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 147 - QUEENS,218-01 116 AVENUE,68501,,4,11411,40.697309,-73.740948,13,27,598,4243743,4113000001,Cambria Heights                                                            
JHW,Q155,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 155 - QUEENS,130-02 115 AVENUE,99890,,4,11420,40.67956,-73.8106,10,28,176,4252357,4116730001,South Ozone Park                                                           
JI5,Q087,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 87 - QUEENS,67-54 80 STREET,35999,,4,11379,40.711815,-73.871238,5,30,621,4091737,4037820027,Middle Village                                                             
JI6,Q263,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. /I.S 295 - QUEENS,222-14 JAMAICA AVENUE,74831,,4,11428,40.720619,-73.731997,13,23,568,4231378,4108130005,Queens Village                                                             
JI7,Q247,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 128 - QUEENS,69-10 65TH DRIVE,35999,,4,11379,40.715344,-73.886215,5,30,659,4070445,4030270037,Middle Village                                                             
JI8,Q113,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 113 - QUEENS,78-23 87TH STREET,35988,,4,11385,40.705516,-73.862208,5,30,637,4094055,4038460040,Glendale                                                                   
JI9,Q098,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 98 - QUEENS,40-20 235 STREET,142697,,4,11363,40.769271,-73.749369,11,19,1483,4168629,4080820285,Douglas Manor-Douglaston-Little Neck                                       
JIA,Q097,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 97 - QUEENS,85-52 85 STREET,35999,,4,11421,40.694518,-73.859659,9,32,12,4181565,4088550020,Woodhaven                                                                  
JIB,Q091,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 91 - QUEENS,68-10 CENTRAL AVENUE,35854,,4,11385,40.703661,-73.885107,5,30,627,,,Glendale                                                                   
JIC,Q090,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 90 - QUEENS,86-50 109 STREET,35999,,4,11418,40.697033,-73.839213,9,32,128,4192167,4092040028,Richmond Hill                                                              
JID,Q088,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 88 - QUEENS,60-85 CATALPA AVENUE,35845,,4,11385,40.703779,-73.896374,5,30,585,4085173,4035340012,Ridgewood                                                                  
JIE,Q884,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 65 - QUEENS,103-22 99TH STREET,149223,,4,11417,40.68259,-73.841202,10,32,4002,4438525,4091210011,Ozone Park                                                                 
JIF,Q232,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 232 - QUEENS,153-23 83 STREET,98999,,4,11414,40.665909,-73.851216,10,32,6202,4247454,4114450001,Lindenwood-Howard Beach                                                    
JIG,Q068,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 68 - QUEENS,59-09 SAINT FELIX AVENUE,35640,,4,11385,40.696556,-73.897405,5,30,557,4437837,4035790001,Ridgewood                                                                  
JIH,Q064,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 64 - QUEENS,82-01 101 AVENUE,148499,,4,11416,40.681172,-73.856918,9,32,42,4188214,4090530014,Woodhaven                                                                  
JII,Q060,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 60 - QUEENS,91-02 88 AVENUE,98999,,4,11421,40.692179,-73.852636,9,32,18,4184144,4089290058,Woodhaven                                                                  
JIJ,Q058,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 58 - QUEENS,72-24 GRAND AVENUE,75226,,4,11378,40.728735,-73.890699,5,30,49302,4607309,4028020001,Maspeth                                                                    
JIK,Q056,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 56 - QUEENS,86-10 114TH STREET,35630,,4,11418,40.69919,-73.835299,9,32,130,4192689,4092260057,Richmond Hill                                                              
JIL,Q047,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 47 - QUEENS,9 POWER ROAD,247468,,4,11693,40.606353,-73.820445,14,32,107201,4448968,4153130485,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel                      
JIM,Q041,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 41 - QUEENS,214-43 35 AVENUE,49488,,4,11361,40.769601,-73.770863,11,19,1097,4135975,4061210001,Bayside-Bayside Hills                                                      
JJI,Q160,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 160 - QUEENS,109-59 INWOOD STREET,99998,,4,11435,40.688103,-73.800415,12,28,196,4258143,4119420302,South Jamaica                                                              
JJJ,Q014,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 14 - QUEENS,107-01 OTIS AVENUE,49854,,4,11368,40.74056,-73.854131,4,21,439,4437311,4019540037,Corona                                                                     
JDW,K400,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,EXPED LEARN SCHOOL FOR COMM -,2630 BENSON AVENUE,49914,,3,11214,40.594291,-73.98577,13,47,306,3186454,3068830001,Gravesend                                                                  
JDX,K069,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 69 - BROOKLYN,6302 9TH AVENUE,70000,,3,11220,40.632379,-74.009223,10,38,120,3387646,3057350032,Sunset Park East                                                           
JDY,K220,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,I.S. 220 - BROOKLYN,4812 9 AVENUE,49998,,3,11220,40.640545,-74.000731,12,38,108,3012824,3007780023,Sunset Park East                                                           
JJK,Q096,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 96 - QUEENS,130-01 ROCKAWAY BLVD,249988,,4,11420,40.674991,-73.808371,10,28,180,4253028,4116940027,South Ozone Park                                                           
JJL,X062,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 62 - BRONX,660 FOX STREET,207810,,2,10455,40.814031,-73.900609,2,8,83,2005089,2026830065,Longwood                                                                   
JJM,Q050,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 50 - QUEENS,143-26 101 AVENUE,149390,,4,11435,40.695238,-73.807364,12,28,206,4214461,4100240012,Jamaica                                                                    
JJN,Q030,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 30 - QUEENS,126-10 BEDELL STREET,50000,,4,11434,40.68031,-73.774432,12,28,33402,4270045,4124950065,Springfield Gardens North                                                  
JIN,Q030,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 354 - QUEENS,126-10 BEDELL STREET,74250,,4,11434,40.68031,-73.774432,12,28,33402,4270045,4124950065,Springfield Gardens North                                                  
JIO,Q031,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 31 - QUEENS,211-45 46 ROAD,44990,,4,11361,40.757064,-73.770122,11,19,1447,4156949,4073160018,Bayside-Bayside Hills                                                      
JIP,Q262,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 306 - QUEENS,95-16 89TH AVENUE,35998,,4,11421,40.691765,-73.849006,9,32,20,4538070,4089750100,Woodhaven                                                                  
JIQ,Q073,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,I.S. 73 - QUEENS,70-02 54 AVENUE,36000,,4,11378,40.729215,-73.893624,5,30,49302,4058611,4025030031,Maspeth                                                                    
JIR,Q254,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 254 - QUEENS,84-40 101ST STREET,35999,,4,11418,40.697961,-73.84796,9,32,24,4191296,4091770023,Richmond Hill                                                              
JIT,Q229,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 229 - QUEENS,67-25 51 ROAD,35845,,4,11377,40.734294,-73.897557,5,30,513,4440274,4024230001,Maspeth                                                                    
JIU,Q223,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 223 - QUEENS,125-20 SUTPHIN BLVD,100000,,4,11434,40.674519,-73.789399,12,28,18401,4261713,4120510001,Baisley Park                                                               
JIV,Q134,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 134 - QUEENS,203-02 109TH AVENUE,34999,,4,11412,40.70799,-73.755269,12,27,508,4440330,4109060001,Hollis                                                                     
JIW,Q195,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 195 - QUEENS,253-50 149 AVENUE,69836,,4,11422,40.653006,-73.736395,13,31,664,4290116,4136550001,Rosedale                                                                   
JIX,Q193,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 193 - QUEENS,152-20 11 AVENUE,39994,,4,11357,40.792483,-73.809741,7,19,987,4103056,4045380001,Whitestone                                                                 
JIY,Q169,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 169 - QUEENS,18-25 212 STREET,49959,,4,11360,40.782298,-73.779099,7,19,99704,4131147,4058650050,Ft. Totten-Bay Terrace-Clearview                                           
JIZ,Q162,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 162 - QUEENS,201-02 53 AVENUE,79831,,4,11364,40.749036,-73.777213,11,20,140901,4159363,4074100001,Bayside-Bayside Hills                                                      
JJ0,Q159,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 159 - QUEENS,205-01 33 AVENUE,54920,,4,11361,40.76936,-73.783943,11,19,1099,4134525,4060380013,Bayside-Bayside Hills                                                      
JJ1,Q153,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 153 - QUEENS,60-02 60 LANE,35999,,4,11378,40.716609,-73.903669,5,30,599,4060987,4027320018,Maspeth                                                                    
JJ2,Q146,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 146 - QUEENS,98-01 159 AVENUE,99754,,4,11414,40.659873,-73.835068,10,32,884,4295163,4141680016,Lindenwood-Howard Beach                                                    
JJ3,Q140,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 140 - QUEENS,166-01 116 AVENUE,75000,,4,11434,40.686798,-73.781247,12,27,278,4267260,4123410031,Baisley Park                                                               
JJ6,Q114,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 114 - QUEENS,134-01 CRONSTON AVE,99827,,4,11694,40.578261,-73.854403,14,32,928,4305615,4162570001,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel                      
JJ7,Q108,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 108 - QUEENS,108-10 109 AVENUE,99999,,4,11420,40.679584,-73.831547,10,28,96,4247572,4114750011,South Ozone Park                                                           
JJ8,Q100,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 100 - QUEENS,111-11 118 STREET,99993,,4,11420,40.679984,-73.822078,10,28,102,4250416,4116230001,South Ozone Park                                                           
JJ9,Q058,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 58 - QUEENS,72-24 GRAND AVENUE,35995,,4,11378,40.728735,-73.890699,5,30,49302,4607309,4028020001,Maspeth                                                                    
JJA,Q192,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,PATHWAYS COLL. PREP SCHOOL - Q,109-89 204 STREET,149905,,4,11412,40.70646,-73.753579,12,27,508,4234318,4109440301,Hollis                                                                     
JJB,Q192,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,PATHWAYS COLL. PREP SCHOOL - Q,109-89 204 STREET,249938,,4,11412,40.70646,-73.753579,12,27,508,4234318,4109440301,Hollis                                                                     
JJC,Q209,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 209 - QUEENS,16-10 UTOPIA PKWY,34996,,4,11357,40.783608,-73.794654,7,19,1017,4128717,4057340001,Ft. Totten-Bay Terrace-Clearview                                           
JJD,Q292,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 92 - QUEENS,99-01 34TH AVENUE,49975,,4,11368,40.755418,-73.869017,3,21,377,4042496,4017140018,North Corona                                                               
JJE,Q089,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 89 - QUEENS,85-28 BRITTON AVENUE,49987,,4,11373,40.745923,-73.880205,4,25,271,4037370,4015140001,Elmhurst                                                                   
JJF,Q028,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 28 - QUEENS,109-10 47TH AVE,49975,,4,11368,40.747126,-73.854824,4,21,415,4529578,4020030023,Corona                                                                     
JJG,Q280,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 280 - QUEENS,34-20 94TH STREET,50000,,4,11372,40.754241,-73.873769,3,25,273,4541605,4014540018,Jackson Heights                                                            
JJH,Q024,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 24 - QUEENS,141-11 HOLLY AVENUE,100000,,4,11355,40.75146,-73.817849,7,20,1205,4117403,4052010021,East Flushing                                                              
JJO,Q121,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 121 - QUEENS,126-10 109 AVENUE,99996,,4,11420,40.68405,-73.815834,10,28,170,4249769,4116070001,South Ozone Park                                                           
JJP,K176,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 176 - BROOKLYN,1225 69 STREET,162168,,3,11219,40.624611,-74.005378,10,43,196,3143190,3057740001,Dyker Heights                                                              
JJQ,Q140,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 140 - QUEENS,166-01 116 AVENUE,70000,,4,11434,40.686798,-73.781247,12,27,278,4267260,4123410031,Baisley Park                                                               
